transaction_id,fund_id,transaction_date,transaction_type,amount,currency,counterparty,status
TXN00009885,PAM0030,2023-04-26,Subscription,1741038.02,USD,CP040,Settled
TXN00009886,PAM0030,2023-05-10,Redemption,-473634.52,USD,CP022,Settled
TXN00009887,PAM0030,2023-05-21,Subscription,2437715.18,USD,CP007,Settled
TXN00009888,PAM0030,2023-05-28,Redemption,-1569340.01,USD,CP015,Settled
TXN00009889,PAM0030,2023-05-09,Expense,-46481.81,USD,CP020,Settled
TXN00009890,PAM0030,2023-05-13,Subscription,4247091.5,USD,CP032,Settled
TXN00009891,PAM0030,2023-05-05,Dividend,-365300.85,USD,CP011,Settled
TXN00009892,PAM0030,2023-05-25,Subscription,3623481.63,USD,CP002,Settled
TXN00009893,PAM0030,2023-05-30,Redemption,-2617859.36,USD,CP048,Settled
TXN00009894,PAM0030,2023-06-05,Subscription,1133353.08,USD,CP021,Settled
TXN00009895,PAM0030,2023-06-28,Performance Fee,0.0,USD,CP030,Settled
TXN00009896,PAM0030,2023-06-20,Subscription,4532676.12,USD,CP001,Settled
TXN00009897,PAM0030,2023-07-10,Subscription,829008.11,USD,CP005,Settled
TXN00009898,PAM0030,2023-07-16,Management Fee,-280288.88,USD,CP032,Settled
TXN00009899,PAM0030,2023-07-29,Dividend,-334441.78,USD,CP045,Settled
TXN00009900,PAM0030,2023-07-29,Subscription,4959688.58,USD,CP027,Settled
TXN00009901,PAM0030,2023-08-11,Redemption,-2070068.85,USD,CP020,Settled
TXN00009902,PAM0030,2023-08-27,Performance Fee,0.0,USD,CP017,Settled
TXN00009903,PAM0030,2023-08-09,Subscription,4523329.58,USD,CP024,Settled
TXN00009904,PAM0030,2023-08-27,Subscription,4658977.46,USD,CP040,Settled
TXN00009905,PAM0030,2023-08-20,Subscription,2817138.18,USD,CP014,Failed
TXN00009906,PAM0030,2023-09-12,Performance Fee,-124559.82,USD,CP011,Settled
TXN00009907,PAM0030,2023-09-03,Subscription,3892878.46,USD,CP010,Settled
TXN00009908,PAM0030,2023-09-22,Subscription,1529745.87,USD,CP019,Settled
TXN00009909,PAM0030,2023-09-12,Redemption,-1924791.95,USD,CP037,Settled
TXN00009910,PAM0030,2023-09-16,Redemption,-2899939.91,USD,CP021,Settled
TXN00009911,PAM0030,2023-09-12,Subscription,1547572.11,USD,CP047,Settled
TXN00009912,PAM0030,2023-09-12,Management Fee,-275161.9,USD,CP005,Settled
TXN00009913,PAM0030,2023-09-08,Management Fee,-255251.18,USD,CP005,Settled
TXN00009914,PAM0030,2023-10-27,Management Fee,-261593.41,USD,CP038,Settled
TXN00009915,PAM0030,2023-10-09,Redemption,-848898.49,USD,CP018,Settled
TXN00009916,PAM0030,2023-10-17,Subscription,3063774.02,USD,CP015,Settled
TXN00009917,PAM0030,2023-10-20,Redemption,-2586220.11,USD,CP015,Settled
TXN00009918,PAM0030,2023-11-06,Subscription,4371907.57,USD,CP029,Settled
TXN00009919,PAM0030,2023-11-17,Performance Fee,-98612.36,USD,CP019,Settled
TXN00009920,PAM0030,2023-11-07,Subscription,1226219.96,USD,CP021,Settled
TXN00009921,PAM0030,2023-11-17,Redemption,-2813087.84,USD,CP049,Settled
TXN00009922,PAM0030,2023-11-06,Expense,-46030.97,USD,CP049,Settled
TXN00009923,PAM0030,2023-11-20,Redemption,-2036208.47,USD,CP012,Settled
TXN00009924,PAM0030,2023-11-27,Expense,-26957.72,USD,CP041,Settled
TXN00009925,PAM0030,2023-12-26,Redemption,-2164118.58,USD,CP006,Settled
TXN00009926,PAM0030,2023-12-17,Redemption,-2104013.64,USD,CP049,Settled
TXN00009927,PAM0030,2023-12-06,Subscription,3496974.15,USD,CP019,Settled
TXN00009928,PAM0030,2023-12-27,Subscription,1805976.26,USD,CP036,Settled
TXN00009929,PAM0030,2023-12-08,Dividend,-492844.11,USD,CP001,Settled
TXN00009930,PAM0030,2023-12-12,Redemption,-312595.51,USD,CP014,Settled
TXN00009931,PAM0030,2024-01-31,Subscription,4724722.62,USD,CP032,Settled
TXN00009932,PAM0030,2024-01-25,Subscription,1404051.42,USD,CP036,Settled
TXN00009933,PAM0030,2024-01-18,Subscription,2875629.3,USD,CP007,Settled
TXN00009934,PAM0030,2024-01-15,Subscription,2736783.05,USD,CP039,Settled
TXN00009935,PAM0030,2024-02-12,Redemption,-2752358.85,USD,CP045,Settled
TXN00009936,PAM0030,2024-02-20,Dividend,-440231.3,USD,CP007,Settled
TXN00009937,PAM0030,2024-02-28,Performance Fee,0.0,USD,CP035,Settled
TXN00009938,PAM0030,2024-03-15,Subscription,3499672.74,USD,CP042,Settled
TXN00009939,PAM0030,2024-03-18,Subscription,1733465.84,USD,CP010,Settled
TXN00009940,PAM0030,2024-03-28,Subscription,3950766.64,USD,CP043,Settled
TXN00009941,PAM0030,2024-03-24,Subscription,4374542.06,USD,CP049,Settled
TXN00009942,PAM0030,2024-03-19,Redemption,-428761.95,USD,CP002,Settled
TXN00009943,PAM0030,2024-03-25,Performance Fee,0.0,USD,CP024,Settled
TXN00009944,PAM0030,2024-04-14,Management Fee,-264503.6,USD,CP028,Pending
TXN00009945,PAM0030,2024-04-08,Subscription,1957906.98,USD,CP039,Settled
TXN00009946,PAM0030,2024-04-08,Redemption,-867274.41,USD,CP043,Settled
TXN00009947,PAM0030,2024-04-08,Redemption,-2195042.85,USD,CP035,Settled
TXN00009948,PAM0030,2024-04-04,Redemption,-2280157.68,USD,CP031,Settled
TXN00009949,PAM0030,2024-04-12,Dividend,-100440.4,USD,CP048,Settled
TXN00009950,PAM0030,2024-05-09,Redemption,-1151755.81,USD,CP014,Failed
TXN00009951,PAM0030,2024-05-18,Dividend,-379883.75,USD,CP019,Settled
TXN00009952,PAM0030,2024-05-25,Subscription,4640342.16,USD,CP003,Settled
TXN00009953,PAM0030,2024-06-07,Subscription,2004130.5,USD,CP013,Settled
TXN00009954,PAM0030,2024-06-24,Expense,-24395.44,USD,CP037,Settled
TXN00009955,PAM0030,2024-06-23,Redemption,-2048927.09,USD,CP027,Settled
TXN00009956,PAM0030,2024-07-31,Subscription,4752708.13,USD,CP021,Settled
TXN00009957,PAM0030,2024-07-17,Redemption,-1723961.63,USD,CP047,Settled
TXN00009958,PAM0030,2024-07-26,Dividend,-497873.37,USD,CP033,Settled
TXN00009959,PAM0030,2024-07-28,Subscription,4383946.47,USD,CP049,Settled
TXN00009960,PAM0030,2024-07-20,Subscription,1332178.55,USD,CP009,Settled
TXN00009961,PAM0030,2024-07-19,Subscription,1863367.42,USD,CP020,Settled
TXN00009962,PAM0030,2024-07-15,Expense,-43842.82,USD,CP034,Settled
TXN00009963,PAM0030,2024-08-19,Redemption,-1871866.58,USD,CP015,Settled
TXN00009964,PAM0030,2024-08-21,Management Fee,-289282.21,USD,CP013,Settled
TXN00009965,PAM0030,2024-08-31,Subscription,1963174.95,USD,CP007,Settled
TXN00009966,PAM0030,2024-08-29,Redemption,-302231.65,USD,CP043,Settled
TXN00009967,PAM0030,2024-08-08,Redemption,-1263667.06,USD,CP001,Settled
TXN00009968,PAM0030,2024-09-13,Expense,-37870.78,USD,CP003,Settled
TXN00009969,PAM0030,2024-09-17,Redemption,-2393379.18,USD,CP035,Settled
TXN00009970,PAM0030,2024-09-20,Subscription,4517224.92,USD,CP004,Settled
TXN00009971,PAM0030,2024-09-29,Dividend,-436372.61,USD,CP019,Settled
TXN00009972,PAM0030,2024-10-21,Redemption,-2160283.64,USD,CP044,Settled
TXN00009973,PAM0030,2024-10-14,Subscription,1527067.38,USD,CP004,Settled
TXN00009974,PAM0030,2024-10-12,Subscription,4641323.51,USD,CP015,Settled
TXN00009975,PAM0030,2024-10-18,Performance Fee,0.0,USD,CP006,Settled
TXN00009976,PAM0030,2024-10-18,Performance Fee,-63877.68,USD,CP039,Settled
TXN00009977,PAM0030,2024-10-27,Management Fee,-302544.13,USD,CP023,Settled
TXN00009978,PAM0030,2024-11-08,Redemption,-324521.69,USD,CP035,Settled
TXN00009979,PAM0030,2024-11-19,Redemption,-2548104.79,USD,CP025,Settled
TXN00009980,PAM0030,2024-11-25,Redemption,-1942200.22,USD,CP026,Settled
TXN00009981,PAM0030,2024-11-20,Management Fee,-302687.61,USD,CP010,Settled
TXN00009982,PAM0030,2024-11-26,Management Fee,-261812.9,USD,CP046,Settled
TXN00009983,PAM0030,2024-11-30,Dividend,-150345.07,USD,CP036,Settled
TXN00009984,PAM0030,2024-11-15,Subscription,641856.46,USD,CP042,Settled
TXN00009985,PAM0030,2024-12-22,Subscription,2791605.62,USD,CP023,Settled
TXN00009986,PAM0030,2024-12-26,Subscription,2249969.09,USD,CP021,Settled
TXN00009987,PAM0030,2024-12-20,Expense,-7583.12,USD,CP040,Settled
TXN00009988,PAM0030,2024-12-18,Redemption,-2389578.94,USD,CP012,Settled
TXN00009989,PAM0031,2020-01-22,Redemption,-248637.91,EUR,CP032,Settled
TXN00009990,PAM0031,2020-01-18,Performance Fee,-100229.6,EUR,CP014,Settled
TXN00009991,PAM0031,2020-01-22,Management Fee,-481693.37,EUR,CP024,Settled
TXN00009992,PAM0031,2020-01-24,Expense,-12478.01,EUR,CP046,Settled
TXN00009993,PAM0031,2020-02-29,Subscription,1580700.29,EUR,CP024,Settled
TXN00009994,PAM0031,2020-02-18,Performance Fee,-22346.61,EUR,CP034,Settled
TXN00009995,PAM0031,2020-02-11,Redemption,-2265432.46,EUR,CP020,Pending
TXN00009996,PAM0031,2020-02-17,Subscription,3706399.63,EUR,CP011,Settled
TXN00009997,PAM0031,2020-03-08,Redemption,-1458460.24,EUR,CP046,Settled
TXN00009998,PAM0031,2020-03-10,Redemption,-1730605.12,EUR,CP013,Settled
TXN00009999,PAM0031,2020-03-06,Subscription,1567033.37,EUR,CP034,Settled
TXN00010000,PAM0031,2020-03-28,Management Fee,-484722.44,EUR,CP047,Settled
TXN00010001,PAM0031,2020-03-24,Performance Fee,0.0,EUR,CP045,Settled
TXN00010002,PAM0031,2020-03-17,Redemption,-1763105.99,EUR,CP029,Settled
TXN00010003,PAM0031,2020-04-17,Performance Fee,0.0,EUR,CP020,Settled
TXN00010004,PAM0031,2020-04-22,Management Fee,-454020.29,EUR,CP008,Settled
TXN00010005,PAM0031,2020-04-27,Subscription,3572978.73,EUR,CP024,Settled
TXN00010006,PAM0031,2020-04-03,Subscription,3510167.4,EUR,CP034,Settled
TXN00010007,PAM0031,2020-04-16,Expense,-6883.29,EUR,CP049,Settled
TXN00010008,PAM0031,2020-04-20,Expense,-16470.69,EUR,CP016,Settled
TXN00010009,PAM0031,2020-05-29,Performance Fee,-124340.54,EUR,CP016,Settled
TXN00010010,PAM0031,2020-05-31,Expense,-47246.95,EUR,CP006,Settled
TXN00010011,PAM0031,2020-05-28,Subscription,1191861.49,EUR,CP040,Settled
TXN00010012,PAM0031,2020-05-09,Redemption,-2279363.3,EUR,CP034,Settled
TXN00010013,PAM0031,2020-05-14,Subscription,425016.83,EUR,CP027,Settled
TXN00010014,PAM0031,2020-06-19,Dividend,-83559.05,EUR,CP017,Settled
TXN00010015,PAM0031,2020-06-22,Performance Fee,-58193.96,EUR,CP024,Settled
TXN00010016,PAM0031,2020-06-13,Subscription,3081626.02,EUR,CP030,Settled
TXN00010017,PAM0031,2020-07-23,Redemption,-159233.26,EUR,CP002,Settled
TXN00010018,PAM0031,2020-07-20,Dividend,-349041.49,EUR,CP010,Settled
TXN00010019,PAM0031,2020-07-27,Subscription,4234968.4,EUR,CP048,Settled
TXN00010020,PAM0031,2020-07-12,Subscription,2110248.55,EUR,CP002,Pending
TXN00010021,PAM0031,2020-07-21,Subscription,4862292.17,EUR,CP037,Settled
TXN00010022,PAM0031,2020-07-31,Management Fee,-456550.74,EUR,CP002,Settled
TXN00010023,PAM0031,2020-07-23,Subscription,3799184.51,EUR,CP049,Pending
TXN00010024,PAM0031,2020-07-15,Dividend,-263345.0,EUR,CP017,Settled
TXN00010025,PAM0031,2020-08-08,Management Fee,-531571.17,EUR,CP039,Settled
TXN00010026,PAM0031,2020-08-10,Expense,-41700.08,EUR,CP013,Settled
TXN00010027,PAM0031,2020-08-09,Redemption,-685789.11,EUR,CP030,Settled
TXN00010028,PAM0031,2020-08-28,Subscription,2815706.71,EUR,CP029,Settled
TXN00010029,PAM0031,2020-08-21,Management Fee,-507453.86,EUR,CP035,Settled
TXN00010030,PAM0031,2020-08-13,Management Fee,-496097.07,EUR,CP032,Settled
TXN00010031,PAM0031,2020-09-29,Performance Fee,0.0,EUR,CP002,Settled
TXN00010032,PAM0031,2020-09-09,Management Fee,-501407.57,EUR,CP032,Settled
TXN00010033,PAM0031,2020-09-26,Management Fee,-445539.17,EUR,CP002,Settled
TXN00010034,PAM0031,2020-09-25,Subscription,557903.96,EUR,CP044,Settled
TXN00010035,PAM0031,2020-09-13,Dividend,-414179.09,EUR,CP040,Settled
TXN00010036,PAM0031,2020-09-24,Management Fee,-445217.22,EUR,CP030,Settled
TXN00010037,PAM0031,2020-09-06,Redemption,-1933795.78,EUR,CP004,Settled
TXN00010038,PAM0031,2020-09-04,Performance Fee,0.0,EUR,CP006,Settled
TXN00010039,PAM0031,2020-10-19,Dividend,-208983.79,EUR,CP017,Settled
TXN00010040,PAM0031,2020-10-17,Performance Fee,-117738.89,EUR,CP043,Settled
TXN00010041,PAM0031,2020-10-24,Dividend,-73334.75,EUR,CP020,Settled
TXN00010042,PAM0031,2020-10-16,Dividend,-369117.95,EUR,CP001,Settled
TXN00010043,PAM0031,2020-10-08,Dividend,-356394.11,EUR,CP045,Settled
TXN00010044,PAM0031,2020-11-13,Subscription,455919.05,EUR,CP008,Settled
TXN00010045,PAM0031,2020-11-23,Subscription,1685180.36,EUR,CP033,Settled
TXN00010046,PAM0031,2020-11-24,Redemption,-2593245.36,EUR,CP032,Settled
TXN00010047,PAM0031,2020-12-18,Expense,-20872.73,EUR,CP003,Failed
TXN00010048,PAM0031,2020-12-12,Redemption,-1079196.92,EUR,CP010,Settled
TXN00010049,PAM0031,2020-12-30,Redemption,-1303018.6,EUR,CP010,Settled
TXN00010050,PAM0031,2020-12-04,Subscription,136087.85,EUR,CP036,Settled
TXN00010051,PAM0031,2020-12-13,Management Fee,-508305.92,EUR,CP001,Settled
TXN00010052,PAM0031,2020-12-31,Redemption,-661494.17,EUR,CP046,Settled
TXN00010053,PAM0031,2020-12-23,Subscription,655169.58,EUR,CP032,Settled
TXN00010054,PAM0031,2021-01-30,Dividend,-286673.86,EUR,CP018,Settled
TXN00010055,PAM0031,2021-01-21,Subscription,3786026.35,EUR,CP009,Settled
TXN00010056,PAM0031,2021-01-12,Subscription,1097932.58,EUR,CP025,Settled
TXN00010057,PAM0031,2021-02-07,Dividend,-378419.45,EUR,CP041,Settled
TXN00010058,PAM0031,2021-02-04,Expense,-23458.39,EUR,CP027,Settled
TXN00010059,PAM0031,2021-02-14,Dividend,-416931.94,EUR,CP019,Settled
TXN00010060,PAM0031,2021-02-23,Management Fee,-486615.57,EUR,CP037,Settled
TXN00010061,PAM0031,2021-02-14,Dividend,-267559.59,EUR,CP007,Settled
TXN00010062,PAM0031,2021-03-22,Subscription,2421677.77,EUR,CP040,Pending
TXN00010063,PAM0031,2021-03-06,Redemption,-2326453.8,EUR,CP022,Settled
TXN00010064,PAM0031,2021-03-22,Subscription,1692269.64,EUR,CP003,Settled
TXN00010065,PAM0031,2021-04-07,Subscription,922343.08,EUR,CP047,Settled
TXN00010066,PAM0031,2021-04-14,Redemption,-874671.21,EUR,CP036,Settled
TXN00010067,PAM0031,2021-04-29,Dividend,-443700.07,EUR,CP039,Settled
TXN00010068,PAM0031,2021-04-07,Dividend,-345510.43,EUR,CP039,Settled
TXN00010069,PAM0031,2021-05-12,Dividend,-357442.02,EUR,CP011,Settled
TXN00010070,PAM0031,2021-05-13,Subscription,3764907.82,EUR,CP025,Settled
TXN00010071,PAM0031,2021-05-28,Subscription,3256828.28,EUR,CP009,Settled
TXN00010072,PAM0031,2021-05-31,Management Fee,-513539.54,EUR,CP007,Settled
TXN00010073,PAM0031,2021-05-21,Dividend,-485670.34,EUR,CP036,Settled
TXN00010074,PAM0031,2021-05-18,Management Fee,-521439.12,EUR,CP026,Pending
TXN00010075,PAM0031,2021-05-12,Subscription,2733547.97,EUR,CP040,Settled
TXN00010076,PAM0031,2021-06-10,Redemption,-2405064.24,EUR,CP034,Settled
TXN00010077,PAM0031,2021-06-21,Subscription,1097071.53,EUR,CP022,Settled
TXN00010078,PAM0031,2021-06-22,Management Fee,-528481.31,EUR,CP046,Settled
TXN00010079,PAM0031,2021-06-08,Performance Fee,0.0,EUR,CP035,Settled
TXN00010080,PAM0031,2021-06-24,Management Fee,-459879.95,EUR,CP049,Settled
TXN00010081,PAM0031,2021-06-14,Redemption,-1773496.21,EUR,CP039,Settled
TXN00010082,PAM0031,2021-06-20,Management Fee,-476340.87,EUR,CP020,Settled
TXN00010083,PAM0031,2021-07-11,Redemption,-1622923.31,EUR,CP029,Settled
TXN00010084,PAM0031,2021-07-26,Management Fee,-452326.89,EUR,CP035,Settled
TXN00010085,PAM0031,2021-07-26,Performance Fee,0.0,EUR,CP012,Settled
TXN00010086,PAM0031,2021-07-23,Redemption,-1978645.17,EUR,CP044,Settled
TXN00010087,PAM0031,2021-07-06,Dividend,-92910.24,EUR,CP048,Settled
TXN00010088,PAM0031,2021-07-16,Management Fee,-489751.68,EUR,CP013,Settled
TXN00010089,PAM0031,2021-07-27,Subscription,982591.16,EUR,CP014,Settled
TXN00010090,PAM0031,2021-07-10,Subscription,1201183.75,EUR,CP005,Settled
TXN00010091,PAM0031,2021-08-19,Redemption,-681543.95,EUR,CP039,Settled
TXN00010092,PAM0031,2021-08-09,Performance Fee,0.0,EUR,CP025,Settled
TXN00010093,PAM0031,2021-08-14,Redemption,-1284768.14,EUR,CP041,Settled
TXN00010094,PAM0031,2021-09-19,Redemption,-289395.75,EUR,CP039,Settled
TXN00010095,PAM0031,2021-09-30,Redemption,-1193168.78,EUR,CP007,Settled
TXN00010096,PAM0031,2021-09-25,Redemption,-1142459.58,EUR,CP017,Settled
TXN00010097,PAM0031,2021-10-31,Subscription,2543787.63,EUR,CP016,Settled
TXN00010098,PAM0031,2021-10-19,Redemption,-2965673.92,EUR,CP044,Settled
TXN00010099,PAM0031,2021-10-16,Subscription,458778.58,EUR,CP044,Settled
TXN00010100,PAM0031,2021-10-15,Redemption,-2413379.22,EUR,CP036,Settled
TXN00010101,PAM0031,2021-10-20,Management Fee,-503870.53,EUR,CP026,Settled
TXN00010102,PAM0031,2021-10-19,Expense,-21383.21,EUR,CP016,Settled
TXN00010103,PAM0031,2021-10-20,Redemption,-315884.45,EUR,CP008,Settled
TXN00010104,PAM0031,2021-11-18,Redemption,-2694617.09,EUR,CP006,Settled
TXN00010105,PAM0031,2021-11-21,Dividend,-428770.32,EUR,CP048,Settled
TXN00010106,PAM0031,2021-11-05,Management Fee,-525932.83,EUR,CP011,Settled
TXN00010107,PAM0031,2021-11-16,Performance Fee,0.0,EUR,CP020,Settled
TXN00010108,PAM0031,2021-12-16,Redemption,-430745.88,EUR,CP018,Settled
TXN00010109,PAM0031,2021-12-25,Subscription,2728349.36,EUR,CP029,Settled
TXN00010110,PAM0031,2021-12-29,Management Fee,-459747.23,EUR,CP040,Settled
TXN00010111,PAM0031,2021-12-26,Expense,-33341.46,EUR,CP002,Pending
TXN00010112,PAM0031,2021-12-23,Redemption,-2796828.09,EUR,CP022,Settled
TXN00010113,PAM0031,2021-12-21,Dividend,-235156.72,EUR,CP013,Settled
TXN00010114,PAM0031,2021-12-15,Subscription,1751813.93,EUR,CP024,Settled
TXN00010115,PAM0031,2021-12-12,Dividend,-328020.5,EUR,CP026,Settled
TXN00010116,PAM0031,2022-01-10,Subscription,1259581.33,EUR,CP032,Settled
TXN00010117,PAM0031,2022-01-08,Management Fee,-527661.63,EUR,CP019,Settled
TXN00010118,PAM0031,2022-01-29,Subscription,147126.58,EUR,CP002,Settled
TXN00010119,PAM0031,2022-01-31,Redemption,-188198.67,EUR,CP045,Settled
TXN00010120,PAM0031,2022-01-13,Management Fee,-493465.34,EUR,CP029,Settled
TXN00010121,PAM0031,2022-01-06,Management Fee,-450707.7,EUR,CP011,Settled
TXN00010122,PAM0031,2022-01-16,Management Fee,-489498.76,EUR,CP037,Settled
TXN00010123,PAM0031,2022-01-12,Redemption,-1384640.0,EUR,CP038,Settled
TXN00010124,PAM0031,2022-02-12,Performance Fee,-82379.75,EUR,CP043,Settled
TXN00010125,PAM0031,2022-02-08,Redemption,-1990800.45,EUR,CP001,Settled
TXN00010126,PAM0031,2022-02-18,Redemption,-2371654.63,EUR,CP014,Settled
TXN00010127,PAM0031,2022-02-18,Subscription,4938092.02,EUR,CP019,Settled
TXN00010128,PAM0031,2022-02-19,Dividend,-396816.02,EUR,CP011,Settled
TXN00010129,PAM0031,2022-03-13,Subscription,2285753.37,EUR,CP013,Settled
TXN00010130,PAM0031,2022-03-22,Subscription,3455836.54,EUR,CP016,Settled
TXN00010131,PAM0031,2022-03-07,Dividend,-272409.93,EUR,CP007,Settled
TXN00010132,PAM0031,2022-03-24,Subscription,2480281.55,EUR,CP021,Settled
TXN00010133,PAM0031,2022-03-11,Redemption,-975034.87,EUR,CP041,Settled
TXN00010134,PAM0031,2022-03-29,Redemption,-1853334.92,EUR,CP015,Settled
TXN00010135,PAM0031,2022-04-30,Dividend,-477233.87,EUR,CP026,Settled
TXN00010136,PAM0031,2022-04-21,Redemption,-987112.23,EUR,CP013,Settled
TXN00010137,PAM0031,2022-04-23,Redemption,-201127.51,EUR,CP018,Settled
TXN00010138,PAM0031,2022-04-22,Redemption,-276691.63,EUR,CP049,Settled
TXN00010139,PAM0031,2022-05-16,Subscription,1365380.61,EUR,CP019,Settled
TXN00010140,PAM0031,2022-05-21,Subscription,4138194.65,EUR,CP005,Settled
TXN00010141,PAM0031,2022-05-28,Expense,-28546.66,EUR,CP044,Settled
TXN00010142,PAM0031,2022-05-17,Subscription,4079086.4,EUR,CP032,Settled
TXN00010143,PAM0031,2022-05-19,Redemption,-1418092.43,EUR,CP048,Settled
TXN00010144,PAM0031,2022-05-21,Dividend,-279022.98,EUR,CP012,Settled
TXN00010145,PAM0031,2022-05-22,Redemption,-441532.21,EUR,CP048,Settled
TXN00010146,PAM0031,2022-05-11,Performance Fee,-147623.03,EUR,CP037,Settled
TXN00010147,PAM0031,2022-06-20,Redemption,-2618741.25,EUR,CP024,Settled
TXN00010148,PAM0031,2022-06-27,Expense,-32206.63,EUR,CP020,Settled
TXN00010149,PAM0031,2022-06-19,Subscription,3021964.31,EUR,CP009,Settled
TXN00010150,PAM0031,2022-06-06,Redemption,-1651691.41,EUR,CP045,Settled
TXN00010151,PAM0031,2022-06-17,Subscription,1281850.16,EUR,CP035,Settled
TXN00010152,PAM0031,2022-07-23,Redemption,-1505403.78,EUR,CP018,Settled
TXN00010153,PAM0031,2022-07-21,Expense,-36451.75,EUR,CP003,Settled
TXN00010154,PAM0031,2022-07-06,Redemption,-2720827.51,EUR,CP042,Settled
TXN00010155,PAM0031,2022-07-07,Subscription,122887.14,EUR,CP030,Settled
TXN00010156,PAM0031,2022-08-25,Subscription,516696.1,EUR,CP024,Settled
TXN00010157,PAM0031,2022-08-29,Redemption,-1587524.75,EUR,CP041,Settled
TXN00010158,PAM0031,2022-08-20,Subscription,1800108.91,EUR,CP017,Settled
TXN00010159,PAM0031,2022-08-24,Expense,-8312.22,EUR,CP011,Settled
TXN00010160,PAM0031,2022-08-15,Subscription,3600842.73,EUR,CP001,Settled
TXN00010161,PAM0031,2022-08-18,Redemption,-609131.81,EUR,CP048,Settled
TXN00010162,PAM0031,2022-09-10,Redemption,-1599562.08,EUR,CP028,Settled
TXN00010163,PAM0031,2022-09-10,Expense,-11600.46,EUR,CP006,Settled
TXN00010164,PAM0031,2022-09-08,Subscription,2175384.63,EUR,CP024,Settled
TXN00010165,PAM0031,2022-09-24,Redemption,-937339.62,EUR,CP040,Settled
TXN00010166,PAM0031,2022-09-26,Management Fee,-526868.36,EUR,CP012,Settled
TXN00010167,PAM0031,2022-09-21,Performance Fee,-131007.01,EUR,CP015,Settled
TXN00010168,PAM0031,2022-09-16,Subscription,3609247.28,EUR,CP034,Settled
TXN00010169,PAM0031,2022-10-05,Performance Fee,0.0,EUR,CP003,Settled
TXN00010170,PAM0031,2022-10-10,Subscription,966438.2,EUR,CP035,Settled
TXN00010171,PAM0031,2022-10-28,Expense,-27549.55,EUR,CP016,Settled
TXN00010172,PAM0031,2022-10-15,Subscription,3204552.63,EUR,CP021,Settled
TXN00010173,PAM0031,2022-10-21,Dividend,-282857.3,EUR,CP003,Settled
TXN00010174,PAM0031,2022-10-16,Performance Fee,0.0,EUR,CP013,Settled
TXN00010175,PAM0031,2022-11-28,Expense,-10441.19,EUR,CP017,Settled
TXN00010176,PAM0031,2022-11-10,Performance Fee,0.0,EUR,CP016,Settled
TXN00010177,PAM0031,2022-11-29,Redemption,-152685.0,EUR,CP025,Settled
TXN00010178,PAM0031,2022-11-10,Subscription,1243429.1,EUR,CP046,Settled
TXN00010179,PAM0031,2022-11-17,Redemption,-2858453.84,EUR,CP014,Failed
TXN00010180,PAM0031,2022-11-13,Management Fee,-450568.2,EUR,CP008,Settled
TXN00010181,PAM0031,2022-11-21,Redemption,-309569.23,EUR,CP016,Settled
TXN00010182,PAM0031,2022-11-26,Redemption,-2926438.26,EUR,CP032,Settled
TXN00010183,PAM0031,2022-12-27,Redemption,-1045223.56,EUR,CP030,Settled
TXN00010184,PAM0031,2022-12-17,Performance Fee,0.0,EUR,CP020,Settled
TXN00010185,PAM0031,2022-12-20,Redemption,-1543390.06,EUR,CP033,Settled
TXN00010186,PAM0031,2022-12-28,Subscription,3293140.47,EUR,CP031,Settled
TXN00010187,PAM0031,2023-01-24,Subscription,137926.01,EUR,CP040,Settled
TXN00010188,PAM0031,2023-01-07,Redemption,-2689127.53,EUR,CP043,Settled
TXN00010189,PAM0031,2023-01-29,Redemption,-210495.37,EUR,CP004,Settled
TXN00010190,PAM0031,2023-01-19,Subscription,4853018.5,EUR,CP013,Settled
TXN00010191,PAM0031,2023-01-25,Subscription,3697051.69,EUR,CP018,Settled
TXN00010192,PAM0031,2023-01-28,Subscription,730677.54,EUR,CP047,Settled
TXN00010193,PAM0031,2023-02-07,Redemption,-597169.24,EUR,CP009,Settled
TXN00010194,PAM0031,2023-02-02,Subscription,4761987.7,EUR,CP003,Settled
TXN00010195,PAM0031,2023-02-10,Management Fee,-480366.9,EUR,CP024,Settled
TXN00010196,PAM0031,2023-03-12,Redemption,-2913073.04,EUR,CP030,Settled
TXN00010197,PAM0031,2023-03-27,Redemption,-619419.05,EUR,CP038,Pending
TXN00010198,PAM0031,2023-03-09,Dividend,-274612.64,EUR,CP013,Settled
TXN00010199,PAM0031,2023-03-19,Expense,-49938.16,EUR,CP022,Settled
TXN00010200,PAM0031,2023-03-16,Management Fee,-512831.3,EUR,CP037,Settled
TXN00010201,PAM0031,2023-03-25,Subscription,3191195.46,EUR,CP044,Settled
TXN00010202,PAM0031,2023-03-30,Subscription,3020430.1,EUR,CP026,Settled
TXN00010203,PAM0031,2023-03-04,Performance Fee,0.0,EUR,CP030,Settled
TXN00010204,PAM0031,2023-04-13,Performance Fee,-56912.23,EUR,CP019,Settled
TXN00010205,PAM0031,2023-04-30,Subscription,3383621.33,EUR,CP031,Settled
TXN00010206,PAM0031,2023-04-15,Redemption,-2656892.79,EUR,CP037,Settled
TXN00010207,PAM0031,2023-05-25,Subscription,1115575.47,EUR,CP031,Settled
TXN00010208,PAM0031,2023-05-07,Expense,-15578.82,EUR,CP019,Settled
TXN00010209,PAM0031,2023-05-16,Expense,-30581.3,EUR,CP001,Settled
