trade_id,fund_id,trade_date,security,security_type,direction,quantity,price,notional,commission,status
TRD00010933,PAM0021,2022-12-15,AAPL,Equity,Sell,9331,478.8647,4468286.72,4411.11,Settled
TRD00010934,PAM0021,2024-01-08,META,Equity,Sell,7319,228.9052,1675357.08,609.88,Settled
TRD00010935,PAM0021,2023-07-21,BRK.B,Equity,Sell,9687,211.6008,2049777.01,1082.34,Settled
TRD00010936,PAM0021,2024-08-13,US2Y,Fixed Income,Buy,8482,380.9199,3230962.74,864.13,Settled
TRD00010937,PAM0021,2024-12-13,META,Equity,Buy,1825,302.4589,551987.57,377.62,Settled
TRD00010938,PAM0021,2022-07-09,OIL,Alternative,Sell,9324,75.9681,708326.89,97.1,Settled
TRD00010939,PAM0021,2024-11-08,US2Y,Fixed Income,Buy,419,336.1825,140860.48,123.0,Settled
TRD00010940,PAM0021,2023-08-22,US10Y,Fixed Income,Buy,101,334.6705,33801.72,25.98,Settled
TRD00010941,PAM0021,2023-04-02,MSFT,Equity,Sell,7635,485.3058,3705310.02,2509.6,Pending
TRD00010942,PAM0021,2022-11-09,GOOGL,Equity,Sell,4489,236.6351,1062254.77,789.19,Settled
TRD00010943,PAM0021,2022-01-18,GOOGL,Equity,Buy,655,311.2203,203849.26,61.69,Settled
TRD00010944,PAM0021,2022-02-20,GS,Equity,Buy,279,444.9383,124137.78,32.65,Settled
TRD00010945,PAM0021,2020-12-15,JPM,Equity,Buy,7510,111.9876,841027.08,746.09,Settled
TRD00010946,PAM0021,2022-04-03,US2Y,Fixed Income,Sell,1714,240.1521,411620.77,138.48,Settled
TRD00010947,PAM0021,2021-02-19,IG_CORP,Fixed Income,Buy,7885,242.8674,1915009.28,1339.55,Pending
TRD00010948,PAM0021,2023-08-15,AAPL,Equity,Buy,8830,385.5814,3404684.06,2322.64,Settled
TRD00010949,PAM0021,2020-06-12,HY_CORP,Fixed Income,Buy,1207,322.1148,388792.56,251.98,Settled
TRD00010950,PAM0021,2021-03-12,US10Y,Fixed Income,Buy,1180,93.0262,109770.9,13.07,Settled
TRD00010951,PAM0021,2022-05-18,US10Y,Fixed Income,Sell,1047,143.1546,149882.84,39.4,Settled
TRD00010952,PAM0021,2024-12-28,AAPL,Equity,Sell,9049,330.5567,2991207.35,1780.23,Settled
TRD00010953,PAM0021,2022-03-08,META,Equity,Buy,7657,317.7277,2432840.96,1425.55,Settled
TRD00010954,PAM0021,2021-07-19,GOLD,Alternative,Sell,3457,425.2535,1470101.34,1352.73,Settled
TRD00010955,PAM0021,2022-11-20,GOOGL,Equity,Buy,5398,177.9763,960716.16,400.0,Settled
TRD00010956,PAM0021,2024-03-20,JPM,Equity,Buy,640,314.5935,201339.84,77.22,Settled
TRD00010957,PAM0021,2023-09-16,GOOGL,Equity,Sell,4324,357.0063,1543695.2,780.03,Settled
TRD00010958,PAM0021,2021-02-11,GOLD,Alternative,Buy,2437,218.8031,533223.23,522.74,Settled
TRD00010959,PAM0021,2022-05-09,BTC,Alternative,Buy,5200,71.4973,371786.17,141.43,Settled
TRD00010960,PAM0021,2024-12-05,HY_CORP,Fixed Income,Sell,4022,106.008,426364.03,282.83,Settled
TRD00010961,PAM0021,2022-06-08,OIL,Alternative,Buy,8612,127.5357,1098337.84,316.72,Settled
TRD00010962,PAM0021,2022-05-15,GOOGL,Equity,Sell,8554,112.8215,965074.71,451.76,Settled
TRD00010963,PAM0021,2024-11-14,BTC,Alternative,Sell,1156,379.3056,438477.3,383.25,Settled
TRD00010964,PAM0021,2023-12-19,BTC,Alternative,Sell,4591,92.2646,423586.99,376.97,Settled
TRD00010965,PAM0021,2021-07-12,US2Y,Fixed Income,Buy,9621,326.2582,3138930.42,2633.62,Settled
TRD00010966,PAM0021,2024-04-02,IG_CORP,Fixed Income,Buy,3905,192.6559,752321.17,301.18,Settled
TRD00010967,PAM0021,2023-12-06,AMZN,Equity,Sell,8035,482.441,3876413.06,2779.98,Settled
TRD00010968,PAM0021,2022-08-22,HY_CORP,Fixed Income,Sell,9344,311.746,2912954.94,1989.17,Settled
TRD00010969,PAM0021,2024-03-27,BRK.B,Equity,Buy,1673,428.2884,716526.46,279.5,Settled
TRD00010970,PAM0021,2020-08-17,BRK.B,Equity,Sell,2843,177.5755,504847.15,313.2,Settled
TRD00010971,PAM0021,2022-09-24,META,Equity,Buy,6410,209.3696,1342058.87,1269.15,Settled
TRD00010972,PAM0021,2021-03-29,AAPL,Equity,Buy,4426,115.2551,510119.05,142.44,Settled
TRD00010973,PAM0021,2021-05-13,OIL,Alternative,Sell,5550,14.1577,78575.01,21.62,Settled
TRD00010974,PAM0021,2021-09-03,GOOGL,Equity,Buy,7066,219.6848,1552292.8,782.89,Settled
TRD00010975,PAM0021,2023-04-29,MSFT,Equity,Buy,2426,415.8504,1008853.07,403.84,Pending
TRD00010976,PAM0021,2020-05-17,MSFT,Equity,Sell,7297,203.9037,1487885.04,548.63,Pending
TRD00010977,PAM0021,2022-01-19,MSFT,Equity,Sell,5125,222.6892,1141282.39,1071.97,Settled
TRD00010978,PAM0021,2023-09-08,GS,Equity,Sell,319,17.6444,5628.56,1.05,Settled
TRD00010979,PAM0021,2024-05-22,MSFT,Equity,Buy,7569,221.1561,1673930.81,593.13,Settled
TRD00010980,PAM0021,2022-03-19,GOOGL,Equity,Sell,7635,362.464,2767412.85,2078.99,Settled
TRD00010981,PAM0021,2020-04-21,META,Equity,Buy,377,255.7449,96415.82,66.57,Settled
TRD00010982,PAM0021,2022-09-21,HY_CORP,Fixed Income,Sell,8815,423.7067,3734974.49,3055.74,Settled
TRD00010983,PAM0021,2020-09-24,AAPL,Equity,Sell,9730,109.5469,1065891.05,507.84,Settled
TRD00010984,PAM0021,2022-11-30,OIL,Alternative,Sell,7271,223.3063,1623660.28,386.55,Settled
TRD00010985,PAM0021,2022-07-04,AAPL,Equity,Sell,8897,88.7908,789972.14,249.01,Settled
TRD00010986,PAM0021,2021-07-13,IG_CORP,Fixed Income,Buy,226,89.3068,20183.33,5.44,Settled
TRD00010987,PAM0021,2023-06-27,AAPL,Equity,Buy,4628,59.4419,275097.24,170.24,Settled
TRD00010988,PAM0021,2021-02-14,OIL,Alternative,Buy,6825,241.06,1645234.57,531.1,Settled
TRD00010989,PAM0021,2024-05-04,BRK.B,Equity,Sell,1705,457.2498,779610.83,542.64,Settled
TRD00010990,PAM0021,2023-09-27,TIPS,Fixed Income,Buy,7432,318.9796,2370656.42,480.9,Settled
TRD00010991,PAM0021,2020-01-24,AAPL,Equity,Buy,2202,12.5519,27639.18,5.09,Settled
TRD00010992,PAM0021,2020-05-30,BRK.B,Equity,Buy,742,81.6779,60605.03,39.85,Settled
TRD00010993,PAM0021,2023-09-09,US10Y,Fixed Income,Sell,4613,489.2423,2256874.75,1700.94,Settled
TRD00010994,PAM0021,2021-01-17,AAPL,Equity,Sell,6215,241.0807,1498316.27,1153.69,Settled
TRD00010995,PAM0021,2020-11-16,US10Y,Fixed Income,Sell,8063,14.3087,115370.77,14.63,Settled
TRD00010996,PAM0021,2020-02-24,GOLD,Alternative,Buy,5784,449.3627,2599113.83,533.98,Settled
TRD00010997,PAM0021,2023-12-24,US10Y,Fixed Income,Buy,3257,139.8605,455525.77,285.73,Settled
TRD00010998,PAM0021,2020-04-26,US2Y,Fixed Income,Sell,1320,492.5701,650192.48,168.38,Settled
TRD00010999,PAM0021,2022-11-27,US10Y,Fixed Income,Buy,5313,208.5459,1108004.58,595.2,Settled
TRD00011000,PAM0021,2024-01-01,BRK.B,Equity,Buy,3572,397.8841,1421241.86,1228.76,Settled
TRD00011001,PAM0021,2024-09-06,MSFT,Equity,Buy,6530,439.6668,2871024.31,1006.83,Settled
TRD00011002,PAM0021,2023-09-25,BTC,Alternative,Sell,7409,273.925,2029510.43,1429.03,Settled
TRD00011003,PAM0021,2022-10-02,META,Equity,Sell,8511,457.4455,3893318.89,1401.11,Settled
TRD00011004,PAM0021,2021-01-10,MSFT,Equity,Sell,2013,469.709,945524.14,339.12,Settled
TRD00011005,PAM0021,2023-02-21,US10Y,Fixed Income,Buy,9461,230.8571,2184139.05,1546.65,Settled
TRD00011006,PAM0021,2022-11-17,AAPL,Equity,Sell,5355,335.3546,1795823.64,324.67,Settled
TRD00011007,PAM0021,2020-01-07,IG_CORP,Fixed Income,Buy,1058,430.7708,455755.52,444.14,Settled
TRD00011008,PAM0021,2024-06-03,US10Y,Fixed Income,Sell,8742,329.7134,2882354.24,2024.88,Settled
TRD00011009,PAM0021,2023-02-21,BTC,Alternative,Sell,5393,283.7864,1530460.15,1360.85,Settled
TRD00011010,PAM0021,2020-04-13,TIPS,Fixed Income,Buy,1767,21.1879,37438.98,6.02,Settled
TRD00011011,PAM0021,2023-01-28,OIL,Alternative,Sell,3871,214.0364,828534.89,550.2,Settled
TRD00011012,PAM0021,2022-05-25,OIL,Alternative,Sell,9929,121.8814,1210160.41,403.87,Settled
TRD00011013,PAM0021,2021-09-25,BRK.B,Equity,Sell,4301,89.4326,384649.53,92.22,Settled
TRD00011014,PAM0021,2022-05-07,AMZN,Equity,Buy,1421,483.0434,686404.73,155.08,Settled
TRD00011015,PAM0021,2024-06-19,US2Y,Fixed Income,Sell,4638,50.6324,234833.1,146.51,Settled
TRD00011016,PAM0021,2020-04-15,HY_CORP,Fixed Income,Buy,979,442.0967,432812.67,343.06,Settled
TRD00011017,PAM0021,2020-12-19,BRK.B,Equity,Sell,9367,475.5195,4454191.52,855.84,Settled
TRD00011018,PAM0021,2021-04-29,MSFT,Equity,Sell,8621,122.336,1054658.74,778.95,Settled
TRD00011019,PAM0021,2022-11-11,GOOGL,Equity,Sell,8787,27.3362,240203.2,124.33,Settled
TRD00011020,PAM0021,2023-02-03,AMZN,Equity,Buy,7553,51.0882,385868.91,178.62,Settled
TRD00011021,PAM0021,2022-08-07,IG_CORP,Fixed Income,Sell,6569,86.4808,568092.47,161.85,Settled
TRD00011022,PAM0021,2022-12-06,GOLD,Alternative,Sell,534,218.2043,116521.07,32.75,Settled
TRD00011023,PAM0021,2022-01-28,AAPL,Equity,Buy,8294,377.6072,3131874.22,1386.3,Settled
TRD00011024,PAM0021,2020-06-08,US2Y,Fixed Income,Sell,478,259.6367,124106.36,96.05,Settled
TRD00011025,PAM0021,2024-08-30,MSFT,Equity,Buy,3898,452.5188,1763918.47,1603.11,Settled
TRD00011026,PAM0021,2020-09-12,OIL,Alternative,Buy,7746,214.1263,1658622.39,625.56,Settled
TRD00011027,PAM0021,2024-05-26,BTC,Alternative,Buy,8761,388.5639,3404208.45,995.08,Settled
TRD00011028,PAM0021,2024-11-05,GOLD,Alternative,Sell,8038,181.9669,1462650.01,548.67,Settled
TRD00011029,PAM0021,2023-02-25,TIPS,Fixed Income,Buy,5066,346.9719,1757759.56,473.37,Settled
TRD00011030,PAM0021,2024-01-23,AMZN,Equity,Sell,1911,168.448,321904.08,150.47,Settled
TRD00011031,PAM0021,2022-03-03,TIPS,Fixed Income,Buy,739,343.2291,253646.33,248.18,Settled
TRD00011032,PAM0021,2023-04-03,AMZN,Equity,Buy,2472,123.3654,304959.2,178.42,Settled
TRD00011033,PAM0021,2023-05-09,GS,Equity,Sell,6259,273.6335,1712671.85,1565.78,Settled
TRD00011034,PAM0021,2023-04-02,GS,Equity,Sell,9899,85.9855,851170.17,205.01,Settled
TRD00011035,PAM0021,2024-06-20,GS,Equity,Buy,9390,454.1703,4264659.21,2473.96,Pending
TRD00011036,PAM0021,2020-07-29,MSFT,Equity,Buy,1673,416.0131,695989.87,111.95,Settled
TRD00011037,PAM0021,2020-03-08,GOOGL,Equity,Sell,5670,324.2361,1838418.79,862.81,Settled
TRD00011038,PAM0021,2021-02-27,US10Y,Fixed Income,Sell,924,270.7131,250138.91,53.95,Settled
TRD00011039,PAM0021,2024-08-27,IG_CORP,Fixed Income,Sell,2885,442.8079,1277500.88,412.72,Settled
TRD00011040,PAM0021,2020-08-20,GOLD,Alternative,Sell,7394,359.0048,2654481.33,1672.46,Settled
TRD00011041,PAM0021,2020-07-19,BRK.B,Equity,Buy,6270,271.2145,1700515.01,1103.92,Settled
TRD00011042,PAM0021,2020-12-16,AAPL,Equity,Buy,5422,214.8783,1165070.39,948.15,Settled
TRD00011043,PAM0021,2020-08-15,JPM,Equity,Sell,5007,458.0531,2293471.71,871.42,Settled
TRD00011044,PAM0021,2023-10-20,BTC,Alternative,Buy,4409,270.189,1191263.31,1073.04,Settled
TRD00011045,PAM0021,2021-04-20,GOLD,Alternative,Buy,5714,200.6808,1146689.85,1106.85,Settled
TRD00011046,PAM0021,2023-03-02,BRK.B,Equity,Sell,1142,184.745,210978.8,201.56,Settled
TRD00011047,PAM0021,2024-10-24,US10Y,Fixed Income,Sell,3611,352.904,1274336.5,1092.95,Settled
TRD00011048,PAM0021,2021-12-05,US2Y,Fixed Income,Buy,5447,453.8429,2472082.48,400.12,Settled
TRD00011049,PAM0021,2023-11-19,AMZN,Equity,Buy,7663,253.8486,1945242.14,447.1,Failed
TRD00011050,PAM0021,2020-12-26,GOLD,Alternative,Sell,2823,347.5971,981266.72,443.03,Pending
TRD00011051,PAM0021,2021-01-06,JPM,Equity,Buy,6343,278.8509,1768751.21,1191.52,Settled
TRD00011052,PAM0021,2022-03-19,TIPS,Fixed Income,Sell,5311,342.7841,1820526.61,1156.88,Settled
TRD00011053,PAM0021,2020-10-08,GOLD,Alternative,Buy,9030,395.5212,3571556.49,1550.62,Settled
TRD00011054,PAM0021,2022-10-08,BRK.B,Equity,Sell,717,38.5337,27628.66,11.61,Settled
TRD00011055,PAM0021,2023-05-09,US10Y,Fixed Income,Buy,4207,477.6585,2009509.47,1835.19,Settled
TRD00011056,PAM0021,2021-01-17,HY_CORP,Fixed Income,Buy,6344,151.2074,959259.67,320.97,Settled
TRD00011057,PAM0021,2021-10-15,BTC,Alternative,Sell,356,472.1686,168092.03,136.8,Settled
TRD00011058,PAM0021,2021-03-09,GOOGL,Equity,Buy,8070,482.0203,3889903.91,1318.06,Settled
TRD00011059,PAM0021,2024-03-21,BTC,Alternative,Buy,3809,357.1276,1360299.21,192.09,Settled
TRD00011060,PAM0021,2024-03-27,GOOGL,Equity,Buy,419,228.6639,95810.16,80.49,Settled
TRD00011061,PAM0021,2022-01-22,OIL,Alternative,Buy,5505,174.3415,959749.93,547.15,Settled
TRD00011062,PAM0021,2021-08-18,TIPS,Fixed Income,Buy,2186,451.4283,986822.23,855.61,Settled
TRD00011063,PAM0021,2020-04-22,MSFT,Equity,Buy,9568,115.3094,1103280.65,124.39,Settled
TRD00011064,PAM0021,2024-03-06,OIL,Alternative,Buy,751,168.3345,126419.21,96.34,Settled
TRD00011065,PAM0021,2021-02-11,BTC,Alternative,Sell,2238,428.2629,958452.28,753.63,Settled
TRD00011066,PAM0021,2023-04-02,BTC,Alternative,Sell,9654,232.9985,2249367.51,1732.25,Settled
TRD00011067,PAM0021,2024-05-18,HY_CORP,Fixed Income,Buy,6589,163.8407,1079546.19,575.24,Settled
TRD00011068,PAM0022,2021-10-21,BRK.B,Equity,Buy,3155,438.0049,1381905.35,515.89,Settled
TRD00011069,PAM0022,2021-10-01,BRK.B,Equity,Buy,875,140.6318,123052.82,21.0,Settled
TRD00011070,PAM0022,2021-09-01,OIL,Alternative,Sell,1244,261.908,325813.61,276.67,Settled
TRD00011071,PAM0022,2023-08-09,OIL,Alternative,Buy,9586,25.2237,241794.28,101.21,Settled
TRD00011072,PAM0022,2021-06-23,BTC,Alternative,Sell,1630,285.8517,465938.27,225.37,Failed
TRD00011073,PAM0022,2020-03-01,US10Y,Fixed Income,Sell,6514,321.354,2093299.9,1527.59,Settled
TRD00011074,PAM0022,2024-06-27,AMZN,Equity,Buy,4056,340.9078,1382721.92,1358.01,Settled
TRD00011075,PAM0022,2022-05-10,TIPS,Fixed Income,Buy,6365,489.0998,3113120.47,2878.0,Settled
TRD00011076,PAM0022,2021-04-11,GS,Equity,Buy,2731,108.9027,297413.15,33.24,Settled
TRD00011077,PAM0022,2020-04-23,TIPS,Fixed Income,Sell,9511,272.1016,2587958.61,2420.63,Settled
TRD00011078,PAM0022,2024-06-22,GOLD,Alternative,Buy,8212,276.9043,2273937.91,377.46,Settled
TRD00011079,PAM0022,2023-06-29,US2Y,Fixed Income,Buy,6401,216.3968,1385156.2,807.19,Settled
TRD00011080,PAM0022,2023-07-21,AAPL,Equity,Sell,9180,198.465,1821908.88,772.29,Settled
TRD00011081,PAM0022,2020-05-29,IG_CORP,Fixed Income,Buy,5959,374.506,2231681.48,649.45,Settled
TRD00011082,PAM0022,2020-08-22,GS,Equity,Buy,7367,314.9059,2319912.02,1683.59,Settled
TRD00011083,PAM0022,2023-01-22,MSFT,Equity,Buy,8589,419.3724,3601989.13,2578.01,Failed
TRD00011084,PAM0022,2021-06-23,BRK.B,Equity,Buy,2438,152.2324,371142.68,154.47,Settled
TRD00011085,PAM0022,2024-12-08,MSFT,Equity,Buy,545,105.606,57555.25,14.99,Settled
TRD00011086,PAM0022,2020-10-18,US10Y,Fixed Income,Buy,8822,375.8994,3316184.62,1950.26,Settled
TRD00011087,PAM0022,2024-08-08,US2Y,Fixed Income,Buy,8018,343.6542,2755419.31,2386.41,Settled
TRD00011088,PAM0022,2022-08-23,META,Equity,Buy,5652,456.3838,2579481.12,2234.25,Settled
TRD00011089,PAM0022,2021-06-10,IG_CORP,Fixed Income,Buy,9848,382.0037,3761972.15,2356.39,Settled
TRD00011090,PAM0022,2024-03-27,META,Equity,Buy,9611,148.0177,1422598.17,1337.79,Settled
TRD00011091,PAM0022,2020-04-17,META,Equity,Sell,7354,207.5308,1526181.37,938.3,Settled
TRD00011092,PAM0022,2023-08-29,BRK.B,Equity,Sell,3643,42.4233,154548.16,120.28,Settled
TRD00011093,PAM0022,2021-01-11,US2Y,Fixed Income,Buy,1117,145.5521,162581.67,109.84,Settled
TRD00011094,PAM0022,2022-01-12,AAPL,Equity,Sell,5038,201.293,1014114.24,625.63,Settled
TRD00011095,PAM0022,2022-08-20,META,Equity,Sell,6218,408.7291,2541477.52,1824.6,Settled
TRD00011096,PAM0022,2020-10-09,HY_CORP,Fixed Income,Buy,7054,375.2777,2647209.01,1502.41,Settled
TRD00011097,PAM0022,2021-02-05,BRK.B,Equity,Buy,3088,466.467,1440450.17,276.35,Settled
TRD00011098,PAM0022,2021-01-20,US2Y,Fixed Income,Buy,2911,360.2385,1048654.36,202.97,Settled
TRD00011099,PAM0022,2021-04-15,GOLD,Alternative,Buy,891,303.7548,270645.53,154.26,Settled
TRD00011100,PAM0022,2021-04-17,HY_CORP,Fixed Income,Buy,8090,230.7539,1866798.81,1556.28,Settled
TRD00011101,PAM0022,2023-06-22,GOLD,Alternative,Sell,6373,184.7527,1177428.82,222.05,Settled
TRD00011102,PAM0022,2022-09-28,GOLD,Alternative,Sell,4461,251.4517,1121726.09,269.14,Settled
TRD00011103,PAM0022,2022-04-21,AMZN,Equity,Sell,2766,339.0034,937683.41,478.88,Settled
TRD00011104,PAM0022,2024-07-04,IG_CORP,Fixed Income,Buy,2809,369.6005,1038207.91,921.26,Settled
TRD00011105,PAM0022,2023-03-06,MSFT,Equity,Sell,4910,84.6734,415746.6,76.62,Pending
TRD00011106,PAM0022,2020-05-06,AMZN,Equity,Buy,9133,371.7941,3395595.57,2669.31,Settled
TRD00011107,PAM0022,2024-07-15,GOOGL,Equity,Buy,4395,382.4406,1680826.5,929.35,Settled
TRD00011108,PAM0022,2022-06-22,HY_CORP,Fixed Income,Buy,7518,120.0248,902346.36,809.5,Settled
TRD00011109,PAM0022,2022-12-06,US10Y,Fixed Income,Buy,3862,280.6702,1083948.49,222.07,Settled
TRD00011110,PAM0022,2022-06-02,MSFT,Equity,Buy,8813,403.9207,3559753.26,2688.67,Settled
TRD00011111,PAM0022,2020-01-28,BTC,Alternative,Sell,9872,37.9252,374397.26,176.17,Settled
TRD00011112,PAM0022,2023-06-17,US10Y,Fixed Income,Buy,8059,33.2188,267710.53,41.76,Settled
TRD00011113,PAM0022,2021-01-14,OIL,Alternative,Buy,6583,78.0075,513523.45,291.11,Failed
TRD00011114,PAM0022,2023-01-14,OIL,Alternative,Sell,6451,481.1499,3103897.97,1970.91,Settled
TRD00011115,PAM0022,2023-05-02,US10Y,Fixed Income,Buy,5570,483.2041,2691447.03,281.49,Settled
TRD00011116,PAM0022,2023-08-09,GOLD,Alternative,Sell,9296,461.0965,4286353.32,1727.7,Settled
TRD00011117,PAM0022,2020-08-09,GS,Equity,Buy,1006,441.9149,444566.41,116.3,Settled
TRD00011118,PAM0022,2021-08-14,JPM,Equity,Buy,7421,209.3304,1553440.65,344.67,Settled
TRD00011119,PAM0022,2021-07-09,META,Equity,Sell,9174,293.4596,2692198.31,2588.51,Settled
TRD00011120,PAM0022,2020-01-02,MSFT,Equity,Sell,5249,366.7638,1925143.33,409.3,Settled
TRD00011121,PAM0022,2024-10-27,GOOGL,Equity,Sell,9751,68.3838,666810.45,68.13,Settled
TRD00011122,PAM0022,2020-12-03,TIPS,Fixed Income,Buy,2636,98.0966,258582.55,162.72,Settled
TRD00011123,PAM0022,2021-07-06,US2Y,Fixed Income,Buy,8017,272.7718,2186811.91,985.51,Failed
TRD00011124,PAM0022,2023-07-30,META,Equity,Sell,6880,283.1003,1947730.08,1369.96,Settled
TRD00011125,PAM0022,2023-11-18,META,Equity,Sell,5054,462.8302,2339143.94,2092.9,Settled
TRD00011126,PAM0022,2024-07-21,AAPL,Equity,Sell,1450,107.2081,155451.75,124.65,Settled
TRD00011127,PAM0022,2021-09-08,GOLD,Alternative,Sell,776,474.4802,368196.65,333.8,Settled
TRD00011128,PAM0022,2020-01-13,OIL,Alternative,Sell,7731,29.9708,231704.45,121.61,Settled
TRD00011129,PAM0022,2022-03-27,AAPL,Equity,Buy,9991,485.6115,4851744.94,1330.86,Settled
TRD00011130,PAM0022,2022-06-05,BTC,Alternative,Sell,1202,395.1371,474954.83,410.25,Settled
TRD00011131,PAM0022,2021-02-04,HY_CORP,Fixed Income,Sell,9859,388.0236,3825524.5,3341.46,Settled
TRD00011132,PAM0022,2022-04-08,HY_CORP,Fixed Income,Sell,4572,250.2134,1143975.88,385.4,Settled
TRD00011133,PAM0022,2024-07-22,HY_CORP,Fixed Income,Buy,6757,391.6844,2646611.2,1998.01,Settled
TRD00011134,PAM0022,2024-01-18,AAPL,Equity,Buy,2993,111.3863,333379.32,96.53,Settled
TRD00011135,PAM0022,2023-12-11,TIPS,Fixed Income,Sell,3866,296.2846,1145436.09,167.95,Settled
TRD00011136,PAM0022,2023-06-02,US10Y,Fixed Income,Buy,2775,411.5424,1142030.22,398.63,Settled
TRD00011137,PAM0022,2024-01-04,AAPL,Equity,Sell,7624,300.588,2291683.22,1964.74,Settled
TRD00011138,PAM0022,2020-02-06,OIL,Alternative,Sell,898,88.9607,79886.72,34.82,Settled
TRD00011139,PAM0022,2023-05-04,BRK.B,Equity,Buy,8128,442.3426,3595360.25,2787.35,Settled
TRD00011140,PAM0022,2024-10-23,AMZN,Equity,Buy,1587,95.0614,150862.46,126.89,Settled
TRD00011141,PAM0022,2022-06-03,TIPS,Fixed Income,Buy,1411,129.6224,182897.23,156.54,Settled
TRD00011142,PAM0022,2022-11-09,GOOGL,Equity,Buy,1841,116.7448,214927.09,37.56,Settled
TRD00011143,PAM0022,2022-05-11,TIPS,Fixed Income,Sell,2068,341.0632,705318.8,198.79,Settled
TRD00011144,PAM0022,2022-07-24,US10Y,Fixed Income,Buy,1748,340.484,595165.98,590.12,Settled
TRD00011145,PAM0022,2023-09-06,US2Y,Fixed Income,Buy,4787,499.4698,2390962.13,793.78,Settled
TRD00011146,PAM0022,2022-05-28,GOLD,Alternative,Sell,103,476.1058,49038.9,22.16,Settled
TRD00011147,PAM0022,2022-04-15,GOOGL,Equity,Sell,224,39.7364,8900.94,3.27,Settled
TRD00011148,PAM0022,2020-08-27,IG_CORP,Fixed Income,Buy,2578,411.7719,1061547.95,167.85,Settled
TRD00011149,PAM0022,2023-10-13,AAPL,Equity,Sell,2628,409.1874,1075344.62,857.46,Settled
TRD00011150,PAM0022,2024-05-25,GS,Equity,Sell,8183,119.3288,976467.69,525.08,Settled
TRD00011151,PAM0022,2022-12-11,BTC,Alternative,Buy,4203,217.9804,916171.52,330.63,Settled
TRD00011152,PAM0022,2024-07-09,BRK.B,Equity,Sell,7897,305.8172,2415038.4,1990.53,Settled
TRD00011153,PAM0022,2024-08-01,TIPS,Fixed Income,Buy,7218,290.5487,2097180.2,1320.82,Settled
TRD00011154,PAM0022,2022-08-24,GS,Equity,Sell,1407,374.0627,526306.28,156.01,Settled
TRD00011155,PAM0022,2022-03-07,GS,Equity,Buy,7822,234.5249,1834453.96,1274.74,Settled
TRD00011156,PAM0022,2024-09-14,GOLD,Alternative,Buy,4365,363.0857,1584869.07,664.63,Settled
TRD00011157,PAM0022,2022-04-25,MSFT,Equity,Sell,601,188.2716,113151.24,66.94,Failed
TRD00011158,PAM0022,2020-01-08,AAPL,Equity,Sell,3807,143.9164,547889.81,499.23,Settled
TRD00011159,PAM0022,2020-06-24,HY_CORP,Fixed Income,Sell,4626,170.4073,788303.97,634.14,Settled
TRD00011160,PAM0022,2024-12-22,HY_CORP,Fixed Income,Sell,9555,421.2247,4024801.94,1775.59,Settled
TRD00011161,PAM0022,2022-02-16,US2Y,Fixed Income,Buy,8483,437.4298,3710716.84,1165.16,Settled
TRD00011162,PAM0022,2020-03-18,BTC,Alternative,Sell,4862,391.6871,1904382.79,1894.9,Settled
TRD00011163,PAM0022,2023-01-26,JPM,Equity,Buy,5409,129.4093,699974.64,678.76,Settled
TRD00011164,PAM0022,2022-11-20,GOLD,Alternative,Buy,9949,323.0383,3213908.01,1605.5,Settled
TRD00011165,PAM0022,2020-03-12,GOLD,Alternative,Sell,5573,134.0521,747072.57,196.04,Settled
TRD00011166,PAM0022,2024-07-10,OIL,Alternative,Sell,9011,300.2349,2705416.78,1748.69,Settled
TRD00011167,PAM0022,2024-01-12,TIPS,Fixed Income,Sell,251,207.3292,52039.63,21.62,Settled
TRD00011168,PAM0022,2021-10-07,META,Equity,Sell,289,181.938,52580.08,36.01,Settled
TRD00011169,PAM0022,2022-10-01,IG_CORP,Fixed Income,Sell,8288,488.3398,4047359.92,2931.39,Settled
TRD00011170,PAM0022,2021-02-11,BRK.B,Equity,Buy,4189,110.0579,461032.56,309.02,Settled
TRD00011171,PAM0022,2020-01-14,TIPS,Fixed Income,Buy,6514,432.8493,2819580.47,2385.54,Pending
TRD00011172,PAM0022,2020-07-20,BTC,Alternative,Buy,9419,290.3596,2734897.02,981.24,Settled
TRD00011173,PAM0022,2024-07-30,META,Equity,Sell,7070,395.1878,2793977.87,2641.2,Settled
TRD00011174,PAM0022,2020-01-22,BTC,Alternative,Sell,9192,378.7663,3481620.28,508.85,Settled
TRD00011175,PAM0022,2021-05-31,BRK.B,Equity,Buy,5651,370.7341,2095018.43,2061.66,Settled
TRD00011176,PAM0022,2021-08-12,AMZN,Equity,Buy,496,318.8093,158129.44,44.69,Settled
TRD00011177,PAM0022,2024-06-10,META,Equity,Buy,1513,89.2338,135010.71,82.02,Settled
TRD00011178,PAM0022,2020-01-26,US10Y,Fixed Income,Sell,9344,300.2068,2805132.35,1213.17,Settled
TRD00011179,PAM0022,2023-11-29,TIPS,Fixed Income,Sell,799,409.725,327370.24,137.29,Settled
TRD00011180,PAM0022,2024-05-19,US2Y,Fixed Income,Sell,742,239.8394,177960.84,55.74,Settled
TRD00011181,PAM0022,2021-10-20,IG_CORP,Fixed Income,Buy,9089,491.0166,4462850.06,4036.85,Settled
TRD00011182,PAM0022,2023-05-24,MSFT,Equity,Buy,6126,233.0202,1427481.93,1099.64,Settled
